Index,Number,Name,Type-1,Type-2,Total,HP,Attack,Defense,Sp-Atk,Sp-Def,Speed,Egg-Group-1,Egg-Group-2,Experience-type,XP-Mult,HP-base,HP/Nv,FOR,DES,CON,INT,SAB,CAR,Armor
824,692,Clauncher,WATER,,330,50,53,62,58,63,44,Water-1,Water-3,Slow,-10,11,3,7,6,8,8,8,3d4,5
825,693,Clawitzer,WATER,,500,71,73,88,120,89,59,Water-1,Water-3,Slow,-10,15,4,10,8,12,15,12,3d4,7
826,694,Helioptile,ELECTRIC,NORMAL,289,44,38,33,61,43,70,Monster,Dragon,Medium-Fast,5,9,3,5,9,5,8,6,3d4,3
827,695,Heliolisk,ELECTRIC,NORMAL,481,62,55,52,109,94,109,Monster,Dragon,Medium-Fast,5,13,4,7,14,10,14,12,3d4,5
828,696,Tyrunt,ROCK,DRAGON,362,58,89,77,45,45,48,Monster,Dragon,Medium-Fast,5,12,3,12,6,8,6,6,3d4,4
829,697,Tyrantrum,ROCK,DRAGON,521,82,121,119,69,59,71,Monster,Dragon,Medium-Fast,5,17,5,16,9,12,9,8,3d4,7
830,698,Amaura,ROCK,ICE,362,77,59,50,67,63,46,Monster,,Medium-Fast,5,16,4,8,6,8,9,8,3d4,4
831,699,Aurorus,ROCK,ICE,521,123,77,72,99,92,58,Monster,,Medium-Fast,5,25,7,10,8,11,13,12,3d4,6
832,700,Sylveon,FAIRY,,525,95,65,65,110,130,60,Field,,Medium-Fast,5,20,5,9,8,13,14,17,3d4,7
833,701,Hawlucha,FIGHTING,FLYING,500,78,92,75,74,63,118,Flying*,Human-Like,Medium-Fast,5,16,4,12,15,9,10,8,3d4,5
834,702,Dedenne,ELECTRIC,FAIRY,431,67,58,57,81,67,101,Field,Fairy,Medium-Fast,5,14,4,8,13,8,11,9,3d4,4
835,703,Carbink,ROCK,FAIRY,500,50,50,150,50,150,50,Fairy,Mineral,Slow,-10,11,3,7,7,19,7,19,3d4,12
836,704,Goomy,DRAGON,,300,45,50,35,55,75,40,Dragon,,Slow,-10,10,3,7,5,7,7,10,3d4,4
837,705,Sliggoo,DRAGON,,452,68,75,53,83,113,60,Dragon,,Slow,-10,14,4,10,8,11,11,15,3d4,6
838,705,Sliggoo-Hisuian-Sliggoo,DRAGON,STEEL,452,58,75,83,83,113,40,Dragon,,Slow,-10,12,3,10,5,13,11,15,3d4,7
839,706,Goodra,DRAGON,,600,90,100,70,110,150,80,Dragon,,Slow,-10,19,5,13,10,14,14,19,3d4,8
840,706,Goodra-Hisuian-Goodra,DRAGON,STEEL,600,80,100,100,110,150,60,Dragon,,Slow,-10,17,5,13,8,16,14,19,3d4,10
841,707,Klefki,STEEL,FAIRY,470,57,80,91,80,87,75,Mineral,,Fast,10,12,3,10,10,12,10,11,3d4,7
842,708,Phantump,GHOST,GRASS,309,43,70,48,50,60,38,Grass,Amorphous,Medium-Fast,5,9,3,9,5,7,7,8,3d4,4
843,709,Trevenant,GHOST,GRASS,474,85,110,76,65,82,56,Grass,Amorphous,Medium-Fast,5,18,5,14,7,10,9,11,3d4,6
844,710,Pumpkaboo-Average-Size,GHOST,GRASS,335,49,66,70,44,55,51,Amorphous,,Medium-Fast,5,10,3,9,7,8,6,7,3d4,5
845,710,Pumpkaboo-Small-Size,GHOST,GRASS,335,44,66,70,44,55,56,Amorphous,,Medium-Fast,5,9,3,9,7,8,6,7,3d4,5
846,710,Pumpkaboo-Large-Size,GHOST,GRASS,335,54,66,70,44,55,46,Amorphous,,Medium-Fast,5,11,3,9,6,8,6,7,3d4,5
847,710,Pumpkaboo-Super-Size,GHOST,GRASS,335,59,66,70,44,55,41,Amorphous,,Medium-Fast,5,12,3,9,6,8,6,7,3d4,5
848,711,Gourgeist-Average-Size,GHOST,GRASS,494,65,90,122,58,75,84,Amorphous,,Medium-Fast,5,14,4,12,11,13,8,10,3d4,7
849,711,Gourgeist-Small-Size,GHOST,GRASS,494,55,85,122,58,75,99,Amorphous,,Medium-Fast,5,12,3,11,13,13,8,10,3d4,7
850,711,Gourgeist-Large-Size,GHOST,GRASS,494,75,95,122,58,75,69,Amorphous,,Medium-Fast,5,16,4,12,9,13,8,10,3d4,7
851,711,Gourgeist-Super-Size,GHOST,GRASS,494,85,100,122,58,75,54,Amorphous,,Medium-Fast,5,18,5,13,7,13,8,10,3d4,7
852,712,Bergmite,ICE,,304,55,69,85,32,35,28,Monster,Mineral*,Medium-Fast,5,12,3,9,4,8,4,5,3d4,4
853,713,Avalugg,ICE,,514,95,117,184,44,46,28,Monster,Mineral*,Medium-Fast,5,20,5,15,4,15,6,6,3d4,9
854,713,Avalugg-Hisuian-Avalugg,ICE,ROCK,514,95,127,184,34,36,38,Monster,Mineral*,Medium-Fast,5,20,5,16,5,14,5,5,3d4,8
855,714,Noibat,FLYING,DRAGON,245,40,30,35,45,40,55,Flying,Dragon*,Medium-Fast,5,9,3,4,7,5,6,5,3d4,3
856,715,Noivern,FLYING,DRAGON,535,85,70,80,97,80,123,Flying,Dragon*,Medium-Fast,5,18,5,9,16,10,13,10,3d4,6
857,716,Xerneas,FAIRY,,680,126,131,95,131,98,99,No-Eggs-Discovered,,Slow,-10,26,7,17,13,13,17,13,3d4,7
858,717,Yveltal,DARK,FLYING,680,126,131,95,131,98,99,No-Eggs-Discovered,,Slow,-10,26,7,17,13,13,17,13,3d4,7
859,718,Zygarde-50%-Forme,DRAGON,GROUND,600,108,100,121,81,95,95,No-Eggs-Discovered,,Slow,-10,22,6,13,12,14,11,12,3d4,8
860,718,Zygarde-10%-Forme,DRAGON,GROUND,486,54,100,71,61,85,115,No-Eggs-Discovered,,Slow,-10,11,3,13,15,10,8,11,3d4,6
861,718,Zygarde-Complete-Forme,DRAGON,GROUND,708,216,100,121,91,95,85,No-Eggs-Discovered,,Slow,-10,44,11,13,11,14,12,12,3d4,8
862,719,Diancie,ROCK,FAIRY,600,50,100,150,100,150,50,No-Eggs-Discovered,,Slow,-10,11,3,13,7,19,13,19,3d4,12
863,719,Mega-Diancie,ROCK,FAIRY,700,50,160,110,160,110,110,No-Eggs-Discovered,,Slow,-10,11,3,20,14,14,20,14,3d4,8
864,720,Hoopa-Hoopa-Confined,PSYCHIC,GHOST,600,80,110,60,150,130,70,No-Eggs-Discovered,,Slow,-10,17,5,14,9,12,19,17,3d4,7
865,720,Hoopa-Hoopa-Unbound,PSYCHIC,DARK,680,80,160,60,170,130,80,No-Eggs-Discovered,,Slow,-10,17,5,20,10,12,22,17,3d4,7
866,721,Volcanion,FIRE,WATER,600,80,110,120,130,90,70,No-Eggs-Discovered,,Slow,-10,17,5,14,9,14,17,12,3d4,8
867,722,Rowlet,GRASS,FLYING,320,68,55,55,50,50,42,Flying,,Medium-Slow,-5,14,4,7,6,7,7,7,3d4,4
868,723,Dartrix,GRASS,FLYING,420,78,75,75,70,70,52,Flying,,Medium-Slow,-5,16,4,10,7,10,9,9,3d4,5
869,724,Decidueye,GRASS,GHOST,530,78,107,75,100,100,70,Flying,,Medium-Slow,-5,16,4,14,9,11,13,13,3d4,7
870,724,Decidueye-Hisuian-Decidueye,GRASS,FIGHTING,530,88,112,80,95,95,60,Flying,,Medium-Slow,-5,18,5,14,8,11,12,12,3d4,7
871,725,Litten,FIRE,,320,45,65,40,60,40,70,Field,,Medium-Slow,-5,10,3,9,9,5,8,5,3d4,3
872,726,Torracat,FIRE,,420,65,85,50,80,50,90,Field,,Medium-Slow,-5,14,4,11,12,7,10,7,3d4,4
873,727,Incineroar,FIRE,DARK,530,95,115,90,80,90,60,Field,,Medium-Slow,-5,20,5,15,8,12,10,12,3d4,7
874,728,Popplio,WATER,,320,50,54,54,66,56,40,Water-1,Field,Medium-Slow,-5,11,3,7,5,7,9,7,3d4,4
875,729,Brionne,WATER,,420,60,69,69,91,81,50,Water-1,Field,Medium-Slow,-5,13,4,9,7,10,12,11,3d4,6
876,730,Primarina,WATER,FAIRY,530,80,74,74,126,116,60,Water-1,Field,Medium-Slow,-5,17,5,10,8,12,16,15,3d4,7
877,731,Pikipek,NORMAL,FLYING,265,35,75,30,30,30,65,Flying,,Medium-Fast,5,8,2,10,9,4,4,4,3d4,2
878,732,Trumbeak,NORMAL,FLYING,355,55,85,50,40,50,75,Flying,,Medium-Fast,5,12,3,11,10,7,5,7,3d4,4
879,733,Toucannon,NORMAL,FLYING,485,80,120,75,75,75,60,Flying,,Medium-Fast,5,17,5,15,8,10,10,10,3d4,6
880,734,Yungoos,NORMAL,,253,48,70,30,30,30,45,Field,,Medium-Fast,5,10,3,9,6,4,4,4,3d4,2
881,735,Gumshoos,NORMAL,,418,88,110,60,55,60,45,Field,,Medium-Fast,5,18,5,14,6,8,7,8,3d4,4
882,736,Grubbin,BUG,,300,47,62,45,55,45,46,Bug,,Medium-Fast,5,10,3,8,6,6,7,6,3d4,3
883,737,Charjabug,BUG,ELECTRIC,400,57,82,95,55,75,36,Bug,,Medium-Fast,5,12,3,11,5,11,7,10,3d4,6
884,738,Vikavolt,BUG,ELECTRIC,500,77,70,90,145,75,43,Bug,,Medium-Fast,5,16,4,9,6,11,19,10,3d4,6
885,739,Crabrawler,FIGHTING,,338,47,82,57,42,47,63,Water-3,,Medium-Fast,5,10,3,11,8,7,6,6,3d4,4
886,740,Crabominable,FIGHTING,ICE,478,97,132,77,62,67,43,Water-3,,Medium-Fast,5,20,5,17,6,9,8,9,3d4,5
887,741,Oricorio-Baile-Style,FIRE,FLYING,476,75,70,70,98,70,93,Flying,,Medium-Fast,5,16,4,9,12,9,13,9,3d4,5
888,741,Oricorio-Pom-Pom-Style,ELECTRIC,FLYING,476,75,70,70,98,70,93,Flying,,Medium-Fast,5,16,4,9,12,9,13,9,3d4,5
889,741,Oricorio-Pa'u-Style,PSYCHIC,FLYING,476,75,70,70,98,70,93,Flying,,Medium-Fast,5,16,4,9,12,9,13,9,3d4,5
890,741,Oricorio-Sensu-Style,GHOST,FLYING,476,75,70,70,98,70,93,Flying,,Medium-Fast,5,16,4,9,12,9,13,9,3d4,5
891,742,Cutiefly,BUG,FAIRY,304,40,45,40,55,40,84,Bug,Fairy,Medium-Fast,5,9,3,6,11,5,7,5,3d4,3
892,743,Ribombee,BUG,FAIRY,464,60,55,60,95,70,124,Bug,Fairy,Medium-Fast,5,13,4,7,16,9,12,9,3d4,5
893,744,Rockruff,ROCK,,280,45,65,40,30,40,60,Field,,Medium-Fast,5,10,3,9,8,5,4,5,3d4,3
894,744,Rockruff-Own-Tempo-Rockruff,ROCK,,280,45,65,40,30,40,60,Field,,Medium-Fast,5,10,3,9,8,5,4,5,3d4,3
895,745,Lycanroc-Midday-Form,ROCK,,487,75,115,65,55,65,112,Field,,Medium-Fast,5,16,4,15,14,9,7,9,3d4,5
896,745,Lycanroc-Midnight-Form,ROCK,,487,85,115,75,55,75,82,Field,,Medium-Fast,5,18,5,15,11,10,7,10,3d4,6
897,745,Lycanroc-Dusk-Form,ROCK,,487,75,117,65,55,65,110,Field,,Medium-Fast,5,16,4,15,14,9,7,9,3d4,5
898,746,Wishiwashi-Solo-Form,WATER,,175,45,20,20,25,25,40,Water-2,,Fast,10,10,3,3,5,3,4,4,3d4,1
899,746,Wishiwashi-School-Form,WATER,,620,45,140,130,140,135,30,Water-2,,Fast,10,10,3,18,4,17,18,17,3d4,10
900,747,Mareanie,POISON,WATER,305,50,53,62,43,52,45,Water-1,,Medium-Fast,5,11,3,7,6,8,6,7,3d4,4
901,748,Toxapex,POISON,WATER,495,50,63,152,53,142,35,Water-1,,Medium-Fast,5,11,3,8,5,19,7,18,3d4,11
902,749,Mudbray,GROUND,,385,70,100,70,45,55,45,Field,,Medium-Fast,5,15,4,13,6,8,6,7,3d4,5
903,750,Mudsdale,GROUND,,500,100,125,100,55,85,35,Field,,Medium-Fast,5,21,6,16,5,12,7,11,3d4,7
904,751,Dewpider,WATER,BUG,269,38,40,52,40,72,27,Water-1,Bug,Medium-Fast,5,8,2,5,4,8,5,9,3d4,4
905,752,Araquanid,WATER,BUG,454,68,70,92,50,132,42,Water-1,Bug,Medium-Fast,5,14,4,9,6,14,7,17,3d4,8
906,753,Fomantis,GRASS,,250,40,55,35,50,35,35,Grass,,Medium-Fast,5,9,3,7,5,5,7,5,3d4,2
907,754,Lurantis,GRASS,,480,70,105,90,80,90,45,Grass,,Medium-Fast,5,15,4,14,6,12,10,12,3d4,7
908,755,Morelull,GRASS,FAIRY,285,40,35,55,65,75,15,Grass,,Medium-Fast,5,9,3,5,2,9,9,10,3d4,5
909,756,Shiinotic,GRASS,FAIRY,405,60,45,80,90,100,30,Grass,,Medium-Fast,5,13,4,6,4,12,12,13,3d4,7
910,757,Salandit,POISON,FIRE,320,48,44,40,71,40,77,Monster,Dragon,Medium-Fast,5,10,3,6,10,5,9,5,3d4,3
911,758,Salazzle,POISON,FIRE,480,68,64,60,111,60,117,Monster,Dragon,Medium-Fast,5,14,4,8,15,8,14,8,3d4,4
912,759,Stufful,NORMAL,FIGHTING,340,70,75,50,45,50,50,Field,,Medium-Fast,5,15,4,10,7,7,6,7,3d4,4
913,760,Bewear,NORMAL,FIGHTING,500,120,125,80,55,60,60,Field,,Medium-Fast,5,25,7,16,8,9,7,8,3d4,5
914,761,Bounsweet,GRASS,,210,42,30,38,30,38,32,Grass,,Medium-Slow,-5,9,3,4,4,5,4,5,3d4,3
915,762,Steenee,GRASS,,290,52,40,48,40,48,62,Grass,,Medium-Slow,-5,11,3,5,8,6,5,6,3d4,3
916,763,Tsareena,GRASS,,510,72,120,98,50,98,72,Grass,,Medium-Slow,-5,15,4,15,9,13,7,13,3d4,7
917,764,Comfey,FAIRY,,485,51,52,90,82,110,100,Grass,,Fast,10,11,3,7,13,13,11,14,3d4,8
918,765,Oranguru,NORMAL,PSYCHIC,490,90,60,80,90,110,60,Field,,Slow,-10,19,5,8,8,12,12,14,3d4,7
919,766,Passimian,FIGHTING,,490,100,120,90,40,60,80,Field,,Slow,-10,21,6,15,10,10,5,8,3d4,6
920,767,Wimpod,BUG,WATER,230,25,35,40,20,30,80,Bug,Water-3,Medium-Fast,5,6,2,5,10,5,3,4,3d4,2
921,768,Golisopod,BUG,WATER,530,75,125,140,60,90,40,Bug,Water-3,Medium-Fast,5,16,4,16,5,15,8,12,3d4,9
922,769,Sandygast,GHOST,GROUND,320,55,55,80,70,45,15,Amorphous,,Medium-Fast,5,12,3,7,2,8,9,6,3d4,5
923,770,Palossand,GHOST,GROUND,480,85,75,110,100,75,35,Amorphous,,Medium-Fast,5,18,5,10,5,12,13,10,3d4,7
924,771,Pyukumuku,WATER,,410,55,60,130,30,130,5,Water-1,,Fast,10,12,3,8,1,17,4,17,3d4,10
925,772,Type:-Null,NORMAL,,534,95,95,95,95,95,59,No-Eggs-Discovered,,Slow,-10,20,5,12,8,12,12,12,3d4,7
926,773,Silvally,NORMAL,,570,95,95,95,95,95,95,No-Eggs-Discovered,,Slow,-10,20,5,12,12,12,12,12,3d4,7
927,774,Minior-Meteor-Form,ROCK,FLYING,440,60,60,100,60,100,60,Mineral,,Medium-Slow,-5,13,4,8,8,13,8,13,3d4,8
928,774,Minior-Core-Form,ROCK,FLYING,500,60,100,60,100,60,120,Mineral,,Medium-Slow,-5,13,4,13,15,8,13,8,3d4,4
929,775,Komala,NORMAL,,480,65,115,65,75,95,65,Field,,Slow,-10,14,4,15,9,10,10,12,3d4,6
930,776,Turtonator,FIRE,DRAGON,485,60,78,135,91,85,36,Monster,Dragon,Medium-Fast,5,13,4,10,5,14,12,11,3d4,8
931,777,Togedemaru,ELECTRIC,STEEL,435,65,98,63,40,73,96,Field,Fairy,Medium-Fast,5,14,4,13,12,9,5,10,3d4,5
932,778,Mimikyu,GHOST,FAIRY,476,55,90,80,50,105,96,Amorphous,,Medium-Fast,5,12,3,12,12,12,7,14,3d4,7
933,779,Bruxish,WATER,PSYCHIC,475,68,105,70,70,70,92,Water-2,,Medium-Fast,5,14,4,14,12,9,9,9,3d4,5
934,780,Drampa,NORMAL,DRAGON,485,78,60,85,135,91,36,Monster,Dragon,Medium-Fast,5,16,4,8,5,11,17,12,3d4,7
935,781,Dhelmise,GHOST,GRASS,517,70,131,100,86,90,40,Mineral,,Medium-Fast,5,15,4,17,5,12,11,12,3d4,7
936,782,Jangmo-o,DRAGON,,300,45,55,65,45,45,45,Dragon,,Slow,-10,10,3,7,6,7,6,6,3d4,4
937,783,Hakamo-o,DRAGON,FIGHTING,420,55,75,90,65,70,65,Dragon,,Slow,-10,12,3,10,9,10,9,9,3d4,6
938,784,Kommo-o,DRAGON,FIGHTING,600,75,110,125,100,105,85,Dragon,,Slow,-10,16,4,14,11,15,13,14,3d4,9
939,785,Tapu-Koko,ELECTRIC,FAIRY,570,70,115,85,95,75,130,No-Eggs-Discovered,,Slow,-10,15,4,15,17,10,12,10,3d4,6
940,786,Tapu-Lele,PSYCHIC,FAIRY,570,70,85,75,130,115,95,No-Eggs-Discovered,,Slow,-10,15,4,11,12,12,17,15,3d4,7
941,787,Tapu-Bulu,GRASS,FAIRY,570,70,130,115,85,95,75,No-Eggs-Discovered,,Slow,-10,15,4,17,10,14,11,12,3d4,8
942,788,Tapu-Fini,WATER,FAIRY,570,70,75,115,95,130,85,No-Eggs-Discovered,,Slow,-10,15,4,10,11,16,12,17,3d4,9
943,789,Cosmog,PSYCHIC,,200,43,29,31,29,31,37,No-Eggs-Discovered,,Slow,-10,9,3,4,5,4,4,4,3d4,2
944,790,Cosmoem,PSYCHIC,,400,43,29,131,29,131,37,No-Eggs-Discovered,,Slow,-10,9,3,4,5,17,4,17,3d4,10
945,791,Solgaleo,PSYCHIC,STEEL,680,137,137,107,113,89,97,No-Eggs-Discovered,,Slow,-10,28,7,18,13,13,15,12,3d4,7
946,792,Lunala,PSYCHIC,GHOST,680,137,113,89,137,107,97,No-Eggs-Discovered,,Slow,-10,28,7,15,13,13,18,14,3d4,7
947,793,Nihilego,ROCK,POISON,570,109,53,47,127,131,103,No-Eggs-Discovered,,Slow,-10,22,6,7,13,12,16,17,3d4,7
948,794,Buzzwole,BUG,FIGHTING,570,107,139,139,53,53,79,No-Eggs-Discovered,,Slow,-10,22,6,18,10,12,7,7,3d4,7
949,795,Pheromosa,BUG,FIGHTING,570,71,137,37,137,37,151,No-Eggs-Discovered,,Slow,-10,15,4,18,19,5,18,5,3d4,2
950,796,Xurkitree,ELECTRIC,,570,83,89,71,173,71,83,No-Eggs-Discovered,,Slow,-10,17,5,12,11,9,22,9,3d4,5
951,797,Celesteela,STEEL,FLYING,570,97,101,103,107,101,61,No-Eggs-Discovered,,Slow,-10,20,5,13,8,13,14,13,3d4,8
952,798,Kartana,GRASS,STEEL,570,59,181,131,59,31,109,No-Eggs-Discovered,,Slow,-10,12,3,23,14,11,8,4,3d4,6
953,799,Guzzlord,DARK,DRAGON,570,223,101,53,97,53,43,No-Eggs-Discovered,,Slow,-10,45,12,13,6,7,13,7,3d4,4
954,800,Necrozma,PSYCHIC,,600,97,107,101,127,89,79,No-Eggs-Discovered,,Slow,-10,20,5,14,10,12,16,12,3d4,7
955,800,Necrozma-Dusk-Mane-Necrozma,PSYCHIC,STEEL,680,97,157,127,113,109,77,No-Eggs-Discovered,,Slow,-10,20,5,20,10,15,15,14,3d4,9
956,800,Necrozma-Dawn-Wings-Necrozma,PSYCHIC,GHOST,680,97,113,109,157,127,77,No-Eggs-Discovered,,Slow,-10,20,5,15,10,15,20,16,3d4,9
957,800,Necrozma-Ultra-Necrozma,PSYCHIC,DRAGON,754,97,167,97,167,97,129,No-Eggs-Discovered,,Slow,-10,20,5,21,17,13,21,13,3d4,7
958,801,Magearna,STEEL,FAIRY,600,80,95,115,130,115,65,No-Eggs-Discovered,,Slow,-10,17,5,12,9,15,17,15,3d4,9
959,802,Marshadow,FIGHTING,GHOST,600,90,125,80,90,90,125,No-Eggs-Discovered,,Slow,-10,19,5,16,16,11,12,12,3d4,6
960,803,Poipole,POISON,,420,67,73,67,73,67,73,No-Eggs-Discovered,,Slow,-10,14,4,10,10,9,10,9,3d4,5
961,804,Naganadel,POISON,DRAGON,540,73,73,73,127,73,121,No-Eggs-Discovered,,Slow,-10,15,4,10,16,10,16,10,3d4,5
962,805,Stakataka,ROCK,STEEL,570,61,131,211,53,101,13,No-Eggs-Discovered,,Slow,-10,13,4,17,2,20,7,13,3d4,12
963,806,Blacephalon,FIRE,GHOST,570,53,127,53,151,79,107,No-Eggs-Discovered,,Slow,-10,11,3,16,14,9,19,10,3d4,5
964,807,Zeraora,ELECTRIC,,600,88,112,75,102,80,143,No-Eggs-Discovered,,Slow,-10,18,5,14,18,10,13,10,3d4,6
965,808,Meltan,STEEL,,300,46,65,65,55,35,34,No-Eggs-Discovered,,Slow,-10,10,3,9,5,7,7,5,3d4,4
966,809,Melmetal,STEEL,,600,135,143,143,80,65,34,No-Eggs-Discovered,,Slow,-10,28,7,18,5,13,10,9,3d4,8
967,810,Grookey,GRASS,,310,50,65,50,40,40,65,Field,Grass,Medium-Slow,-5,11,3,9,9,6,5,5,3d4,3
968,811,Thwackey,GRASS,,420,70,85,70,55,60,80,Field,Grass,Medium-Slow,-5,15,4,11,10,9,7,8,3d4,5
969,812,Rillaboom,GRASS,,530,100,125,90,60,70,85,Field,Grass,Medium-Slow,-5,21,6,16,11,10,8,9,3d4,6
970,813,Scorbunny,FIRE,,310,50,71,40,40,40,69,Field,Human-Like,Medium-Slow,-5,11,3,9,9,5,5,5,3d4,3
971,814,Raboot,FIRE,,420,65,86,60,55,60,94,Field,Human-Like,Medium-Slow,-5,14,4,11,12,8,7,8,3d4,4
972,815,Cinderace,FIRE,,530,80,116,75,65,75,119,Field,Human-Like,Medium-Slow,-5,17,5,15,15,10,9,10,3d4,6
973,816,Sobble,WATER,,310,50,40,40,70,40,70,Water-1,Field,Medium-Slow,-5,11,3,5,9,5,9,5,3d4,3
974,817,Drizzile,WATER,,420,65,60,55,95,55,90,Water-1,Field,Medium-Slow,-5,14,4,8,12,7,12,7,3d4,4
975,818,Inteleon,WATER,,530,70,85,65,125,65,120,Water-1,Field,Medium-Slow,-5,15,4,11,15,9,16,9,3d4,5
976,819,Skwovet,NORMAL,,275,70,55,55,35,35,25,Field,,Medium-Fast,5,15,4,7,4,6,5,5,3d4,3
977,820,Greedent,NORMAL,,460,120,95,95,55,75,20,Field,,Medium-Fast,5,25,7,12,3,11,7,10,3d4,6
978,821,Rookidee,FLYING,,245,38,47,35,33,35,57,Flying,,Medium-Slow,-5,8,2,6,8,5,5,5,3d4,2
979,822,Corvisquire,FLYING,,365,68,67,55,43,55,77,Flying,,Medium-Slow,-5,14,4,9,10,7,6,7,3d4,4
980,823,Corviknight,FLYING,STEEL,495,98,87,105,53,85,67,Flying,,Medium-Slow,-5,20,5,11,9,12,7,11,3d4,7
981,824,Blipbug,BUG,,180,25,20,20,25,45,45,Bug,,Medium-Fast,5,6,2,3,6,5,4,6,3d4,2
982,825,Dottler,BUG,PSYCHIC,335,50,35,80,50,90,30,Bug,,Medium-Fast,5,11,3,5,4,11,7,12,3d4,6
983,826,Orbeetle,BUG,PSYCHIC,505,60,45,110,80,120,90,Bug,,Medium-Fast,5,13,4,6,12,15,10,15,3d4,9
984,827,Nickit,DARK,,245,40,28,28,47,52,50,Field,,Fast,10,9,3,4,7,5,6,7,3d4,3
985,828,Thievul,DARK,,455,70,58,58,87,92,90,Field,,Fast,10,15,4,8,12,10,11,12,3d4,6
986,829,Gossifleur,GRASS,,250,40,40,60,40,60,10,Grass,,Medium-Fast,5,9,3,5,2,8,5,8,3d4,4
987,830,Eldegoss,GRASS,,460,60,50,90,80,120,60,Grass,,Medium-Fast,5,13,4,7,8,14,10,15,3d4,8
988,831,Wooloo,NORMAL,,270,42,40,55,40,45,48,Field,,Medium-Fast,5,9,3,5,6,7,5,6,3d4,4
989,832,Dubwool,NORMAL,,490,72,80,100,60,90,88,Field,,Medium-Fast,5,15,4,10,11,12,8,12,3d4,7
990,833,Chewtle,WATER,,284,50,64,50,38,38,44,Monster,Water-1,Medium-Fast,5,11,3,8,6,6,5,5,3d4,3
991,834,Drednaw,WATER,ROCK,485,90,115,90,48,68,74,Monster,Water-1,Medium-Fast,5,19,5,15,10,10,6,9,3d4,6
992,835,Yamper,ELECTRIC,,270,59,45,50,40,50,26,Field,,Fast,10,12,3,6,4,7,5,7,3d4,4
993,836,Boltund,ELECTRIC,,490,69,90,60,90,60,121,Field,,Fast,10,14,4,12,16,8,12,8,3d4,4
994,837,Rolycoly,ROCK,,240,30,40,50,40,50,30,Mineral,,Medium-Slow,-5,7,2,5,4,7,5,7,3d4,4
995,838,Carkol,ROCK,FIRE,410,80,60,90,60,70,50,Mineral,,Medium-Slow,-5,17,5,8,7,10,8,9,3d4,6
996,839,Coalossal,ROCK,FIRE,510,110,80,120,80,90,30,Mineral,,Medium-Slow,-5,23,6,10,4,14,10,12,3d4,8
#VALOR!
#VALOR!
#VALOR!
1000,843,Silicobra,GROUND,,315,52,57,75,35,50,46,Field,Dragon,Medium-Fast,5,11,3,8,6,8,5,7,3d4,5
1001,844,Sandaconda,GROUND,,510,72,107,125,65,70,71,Field,Dragon,Medium-Fast,5,15,4,14,9,13,9,9,3d4,7
1002,845,Cramorant,FLYING,WATER,475,70,85,55,85,95,85,Water-1,Flying,Medium-Fast,5,15,4,11,11,10,11,12,3d4,6
1003,846,Arrokuda,WATER,,280,41,63,40,40,30,66,Water-2,,Slow,-10,9,3,8,9,5,5,4,3d4,2
1004,847,Barraskewda,WATER,,490,61,123,60,60,50,136,Water-2,,Slow,-10,13,4,16,17,7,8,7,3d4,4
1005,848,Toxel,ELECTRIC,POISON,242,40,38,35,54,35,40,No-Eggs-Discovered,,Medium-Slow,-5,9,3,5,5,5,7,5,3d4,2
1006,849,Toxtricity-Low-Key-Form,ELECTRIC,POISON,502,75,98,70,114,70,75,Human-Like,,Medium-Slow,-5,16,4,13,10,9,15,9,3d4,5
1007,849,Toxtricity-Amped-Form,ELECTRIC,POISON,502,75,98,70,114,70,75,Human-Like,,Medium-Slow,-5,16,4,13,10,9,15,9,3d4,5
1008,850,Sizzlipede,FIRE,BUG,305,50,65,45,50,50,45,Bug,,Medium-Fast,5,11,3,9,6,6,7,7,3d4,3
1009,851,Centiskorch,FIRE,BUG,525,100,115,65,90,90,65,Bug,,Medium-Fast,5,21,6,15,9,10,12,12,3d4,6
1010,852,Clobbopus,FIGHTING,,310,50,68,60,50,50,32,Water-1,Human-Like,Medium-Slow,-5,11,3,9,4,7,7,7,3d4,4
1011,853,Grapploct,FIGHTING,,480,80,118,90,70,80,42,Water-1,Human-Like,Medium-Slow,-5,17,5,15,6,11,9,10,3d4,6
1012,854,Sinistea,GHOST,,308,40,45,45,74,54,50,Mineral,Amorphous,Medium-Fast,5,9,3,6,7,7,10,7,3d4,3
1013,855,Polteageist,GHOST,,508,60,65,65,134,114,70,Mineral,Amorphous,Medium-Fast,5,13,4,9,9,12,17,15,3d4,7
1014,856,Hatenna,PSYCHIC,,265,42,30,45,56,53,39,Fairy,,Slow,-10,9,3,4,5,7,7,7,3d4,3
1015,857,Hattrem,PSYCHIC,,370,57,40,65,86,73,49,Fairy,,Slow,-10,12,3,5,7,9,11,10,3d4,5
1016,858,Hatterene,PSYCHIC,FAIRY,510,57,90,95,136,103,29,Fairy,,Slow,-10,12,3,12,4,13,17,13,3d4,7
1017,859,Impidimp,DARK,FAIRY,265,45,45,30,55,40,50,Fairy,Human-Like,Medium-Fast,5,10,3,6,7,5,7,5,3d4,2
1018,860,Morgrem,DARK,FAIRY,370,65,60,45,75,55,70,Fairy,Human-Like,Medium-Fast,5,14,4,8,9,7,10,7,3d4,4
